C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_54_148.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_54_148.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_54_148.jpg, 0, 0, 0, 8.276501E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_54_249.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_54_249.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_54_249.jpg, 0, 0, 0, 7.803061E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_54_351.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_54_351.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_54_351.jpg, 0, 0, 0, 7.775975E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_54_452.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_54_452.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_54_452.jpg, 0, 0, 0, 7.86023E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_54_552.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_54_552.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_54_552.jpg, 0, 0, 0, 7.780856E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_54_652.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_54_652.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_54_652.jpg, 0, 0, 0, 7.840218E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_54_754.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_54_754.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_54_754.jpg, 0, 0, 0, 7.809413E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_54_854.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_54_854.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_54_854.jpg, 0, 0, 0, 7.867085E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_54_956.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_54_956.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_54_956.jpg, 0, 0, 0, 7.845106E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_55_057.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_55_057.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_55_057.jpg, 0, 0, 0, 7.829432E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_55_158.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_55_158.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_55_158.jpg, 0, 0, 0, 7.831732E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_55_260.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_55_260.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_55_260.jpg, 0, 0, 0, 7.959677E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_55_385.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_55_385.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_55_385.jpg, 0, 0, 0, 7.848009E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_55_520.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_55_520.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_55_520.jpg, 0, 0, 0, 8.109145E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_55_643.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_55_643.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_55_643.jpg, 0, 0, 0, 7.784595E-05
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_55_772.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_55_772.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_55_772.jpg, 0, 0.3437757, 0, 0.4238786
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_55_893.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_55_893.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_55_893.jpg, 0, 0.7191204, 0, 1.560807
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_55_994.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_55_994.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_55_994.jpg, 0, 1, 0, 2.665441
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_56_116.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_56_116.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_56_116.jpg, 0, 1, 0, 4.077098
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_56_309.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_56_309.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_56_309.jpg, -0.5474349, 1, 0, 6.289104
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_56_424.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_56_424.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_56_424.jpg, -0.1840764, 1, 0, 7.654859
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_56_537.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_56_537.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_56_537.jpg, 0, 1, 0, 8.77634
C:\Users\HP\Desktop\Data\IMG\center_2022_08_17_15_45_56_660.jpg, C:\Users\HP\Desktop\Data\IMG\left_2022_08_17_15_45_56_660.jpg, C:\Users\HP\Desktop\Data\IMG\right_2022_08_17_15_45_56_660.jpg, 0, 1, 0, 10.34003
